Duration,Title,Published_date,Views,Likes,Comments,Type
61.0,"QUEM FEZ O MELHOR CAMINHO ATÉ A FINAL DA COPA LIBERTADORES? 🤔🔥Se tem Libertadores, tem Amstel!",2024-11-30,32607,2180,31,Live
88.0,ATLÉTICO-MG x BOTAFOGO: Quem é o favorito para ganhar a Libertadores? #libertadores,2024-11-30,5562,293,3,Live
63.0,Se o CORINTHIANS tivesse mais jogos era CAMPEÃO BRASILEIRO? 😂😂 #corinthians,2024-11-30,4406,341,7,Live
97.0,ABEL FERREIRA é um CHORÃO? #abelferreira #palmeiras,2024-11-30,3500,237,8,Live
56.0,ARTUR JORGE tem que ficar no BOTAFOGO independente dos resultados na Libertadores e no Brasileirão?,2024-11-29,4607,301,15,Short
22.0,Ainda dá para acreditar no Brasileiro? 👀 #palmeiras #abelferreira,2024-11-29,2594,190,15,Short
53.0,DINIZ é o VAN GOGH do futebol brasileiro?#diniz #vangogh #cruzeiro,2024-11-29,6488,502,13,Short
44.0,MARCOS ROCHA foi JUVENIL? #marcosrocha #palmeiras,2024-11-29,2494,193,2,Short
64.0,O que a torcida do Corinthians está fazendo é HISTÓRICO? #gavioesdafiel #corinthians #torcida,2024-11-29,5152,432,6,Live
66.0,Se o ATLÉTICO-MG perder a Libertadores o sentimento vai ser de FRACASSO? #libertadores botafogo,2024-11-29,2666,208,1,Live
133.0,EITA!!! 😳😳 Renato Gaúcho perdeu a linha?? #renatogaucho #grêmio,2024-11-29,9343,505,22,Live
76.0,O BOTAFOGO jogou muito mais que o PALMEIRAS na temporada? #botafogo #palmeiras,2024-11-28,1631,157,5,Live
7969.0,BOTAFOGO DESTRÓI PALMEIRAS E FICA MUITO PRÓXIMO DO TÍTULO - VARzea,2024-11-28,44423,3203,22,Live
67.0,PINTOU O CAMPEÃO? 🏆👀 #palmeiras #botafogo #brasileirão,2024-11-28,3358,219,1,Live
101.0,DEYVINHO tem que ser TITULAR na final da LIBERTADORES? #libertadores #atleticomineiro #deyverson,2024-11-28,1654,144,1,Live
66.0,O que você achou do URUBUZÃO do ESTÁDIO DO MENGÃO? #flamengo,2024-11-28,3414,289,6,Live
53.0,GALO DE 2013 x GALO DE 2024! 🔥🔥#atleticomineiro #libertadore,2024-11-28,96130,8318,87,Short
67.0,Imagina como o Pedro Certezas vai comemorar se o BOTAFOGO for campeão da LIBERTADORES! 😳😂,2024-11-28,12562,806,26,Live
58.0,A FINAL ÚNICA na ARGENTINA diminui o espetáculo da Libertadores? #libertadores,2024-11-27,5417,520,7,Short
59.0,BOTAFOGO x ATLÉTICO-MG: quem tem o melhor elenco?? 🤔 #botafogo #atleticomineiro #libertadores,2024-11-27,21381,1334,32,Short
60.0,BOTAFOGO só precisa EMPATAR contra o INTERNACIONAL para ser CAMPEÃO?,2024-11-27,12703,997,49,Short
8490.0,PALMEIRAS x BOTAFOGO - 36º Rodada do Brasileirão Série A FSC React,2024-11-27,63512,3705,22,Live
29.0,BOTAFOGO PODE BUSCAR A TAÇA! 🏆 #botafogo #palmeiras #brasileirão,2024-11-27,29157,1660,29,Short
39.0,BOTAFOGO CAMPEÃO BRASILEIRO?? 👀👀#botafogo #palmeiras #brasileirão,2024-11-27,24167,1505,40,Short
52.0,XIIIIIIIIII….. 👀#palmeiras #botafogo #brasileirão,2024-11-27,14067,1036,38,Short
52.0,"Se o BOTAFOGO PERDER do PALMEIRAS, ele chega muito ABALADO na final da LIBERTADORES?",2024-11-26,6284,471,11,Short
7322.0,ESPECIAL FINAL DA LIBERTADORES COM VAUGHAN E CALÇADE - Flow Sport Club #239,2024-11-26,23698,1776,11,Live
60.0,O flamenguista é lunático… #flamengo #brasileirão,2024-11-26,6559,666,17,Short
56.0,"Se o BOTAFOGO ganhar a LIBERTADORES, FODA-SE o BRASILEIRO? #libertadores #botafogo #brasileirão",2024-11-26,2637,269,5,Short
54.0,"INACREDITÁVEL o que está acontecendo com o BOTAFOGO, de novo… #botafogo #brasileirão #flamengo",2024-11-26,4039,348,5,Short
60.0,PALMEIRAS tem MUITA vantagem contra o BOTAFOGO? #botafogo #palmeiras #brasileirão,2024-11-26,4336,335,6,Short
57.0,DINIZ é o técnico mais TEIMOSO do Brasil? 🤔#diniz #cruzeiro #sulamericana,2024-11-25,4627,462,8,Short
59.0,Racing MACETOU o Cruzeiro? #racing #cruzeiro #sulamericana,2024-11-25,1969,217,4,Short
59.0,O título do BRASILEIRÃO está MUITO aberto!! Quem leva a taça? 🤔🏆#brasileirão,2024-11-25,53606,3132,64,Short
7636.0,PALMEIRAS NOVO LÍDER E BOTAFOGO PIPOCANDO DE NOVO? - VARzea,2024-11-25,66063,5077,43,Live
48.0,Vai uma pipoquinha aí? 🍿👀#botafogo #palmeiras #pipoca,2024-11-25,9049,964,57,Short
55.0,Complicou para o BOTAFOGO no BRASILEIRÃO? 😳#botafogo #palmeiras #campeonatobrasileiro #brasileirão,2024-11-25,14584,987,41,Short
16.0,E zikou… 😂#botafogo #palmeiras #brasileirão,2024-11-24,14924,1030,35,Short
24.0,O Palmeiras tem que fazer a sua parte! 😂#palmeiras #deyverson #botafogo,2024-11-24,6619,543,5,Short
57.0,O CORINTHIANS vai conseguir conquistar a VAGA para a LIBERTADORES? #corinthians #libertadores,2024-11-24,17145,1283,21,Short
25.0,Botafogo gosta de pipoca?? 👀🍿#botafogo #palmeiras #pipoca,2024-11-24,7179,754,21,Short
57.0,CRUZEIRO entrou sem vontade na final da SUL-AMERICANA? #cruzeiro #sulamericana #racing,2024-11-23,10343,745,22,Short
8818.0,RACING x CRUZEIRO - Final da Copa Sul-Americana FSC React,2024-11-23,47528,2789,8,Live
36.0,O GOL DO TÍTULO!! 🔥#racing #cruzeiro #sulamericana,2024-11-23,6152,468,16,Short
36.0,TEMOS UM JOGO! #cruzeiro #racing #sulamericana,2024-11-23,4456,270,9,Short
51.0,CRUZEIRO está sendo MASSACRADO pelo RACING?? 👀😳#cruzeiro #racing #sulamericana,2024-11-23,4787,320,16,Short
41.0,CRUZEIRO DORMIU?? 😳 #cruzeiro #racing #sulamericana,2024-11-23,5184,319,11,Short
